id,name_ko,name_en,category,difficulty,ingredients,ingredients_en,steps,steps_en,kcal,protein,fat,carbs,benefits,benefits_en
145,애호박 구이,Grilled Zucchini,메인,보통,애호박|버터,Zucchini|Butter,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
146,김치 전,Pancake Kimchi,메인,보통,김치|버섯|대두,Kimchi|Mushroom|Soy,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
147,쌀 파스타,Pasta Rice,메인,보통,쌀|마늘|버섯|브로콜리,Rice|Garlic|Mushroom|Broccoli,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
148,애호박 구이,Grilled Zucchini,메인,보통,애호박|브로콜리,Zucchini|Broccoli,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
149,참치캔 파스타,Pasta Canned tuna,메인,보통,참치캔|치즈|피망,Canned tuna|Cheese|Bell pepper,참치캔와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Canned tuna and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
150,애호박 구이,Grilled Zucchini,메인,보통,애호박|새우|피망|마늘,Zucchini|Shrimp|Bell pepper|Garlic,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
151,계란 전,Pancake Egg,메인,보통,계란|대두|마늘|대파,Egg|Soy|Garlic|Green onion,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
152,가지 수프,Soup Eggplant,메인,보통,가지|새우|우유,Eggplant|Shrimp|Milk,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
153,가지 구이,Grilled Eggplant,메인,보통,가지|우유|대파|치즈,Eggplant|Milk|Green onion|Cheese,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
154,닭가슴살 덮밥,Rice bowl Chicken breast,메인,보통,닭가슴살|우유|버터,Chicken breast|Milk|Butter,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
155,양파 조림,Braised Onion,메인,보통,양파|밀가루,Onion|Flour,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
156,애호박 전,Pancake Zucchini,메인,보통,애호박|버터|새우|치즈,Zucchini|Butter|Shrimp|Cheese,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
157,감자 파스타,Pasta Potato,메인,보통,감자|피망|마늘,Potato|Bell pepper|Garlic,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
158,당근 전,Pancake Carrot,메인,보통,당근|버터,Carrot|Butter,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
159,애호박 파스타,Pasta Zucchini,메인,보통,애호박|치즈|우유|대파,Zucchini|Cheese|Milk|Green onion,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
160,계란 덮밥,Rice bowl Egg,메인,보통,계란|버섯|버터,Egg|Mushroom|Butter,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
161,고구마 찜,Steamed Sweet potato,메인,보통,고구마|우유|브로콜리,Sweet potato|Milk|Broccoli,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
162,쌀 파스타,Pasta Rice,메인,보통,쌀|밀가루|대파,Rice|Flour|Green onion,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
163,돼지고기 샐러드,Salad Pork,메인,보통,돼지고기|피망,Pork|Bell pepper,돼지고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Pork and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
164,당근 비빔,Mixed Carrot,메인,보통,당근|피망|버터|대두,Carrot|Bell pepper|Butter|Soy,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
165,김치 덮밥,Rice bowl Kimchi,메인,보통,김치|마늘,Kimchi|Garlic,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
166,돼지고기 전,Pancake Pork,메인,보통,돼지고기|피망|브로콜리,Pork|Bell pepper|Broccoli,돼지고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Pork and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
167,고구마 파스타,Pasta Sweet potato,메인,보통,고구마|밀가루|새우,Sweet potato|Flour|Shrimp,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
168,양파 수프,Soup Onion,메인,보통,양파|밀가루|우유|대두,Onion|Flour|Milk|Soy,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
169,감자 덮밥,Rice bowl Potato,메인,보통,감자|브로콜리|피망,Potato|Broccoli|Bell pepper,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
170,쌀 구이,Grilled Rice,메인,보통,쌀|우유,Rice|Milk,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
171,쌀 구이,Grilled Rice,메인,보통,쌀|버섯|피망|대두,Rice|Mushroom|Bell pepper|Soy,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
172,감자 덮밥,Rice bowl Potato,메인,보통,감자|대두|밀가루|브로콜리,Potato|Soy|Flour|Broccoli,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
173,계란 구이,Grilled Egg,메인,보통,계란|브로콜리,Egg|Broccoli,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
174,고구마 찜,Steamed Sweet potato,메인,보통,고구마|브로콜리,Sweet potato|Broccoli,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
175,쌀 볶음,Stir-fry Rice,메인,보통,쌀|버섯|브로콜리|대파,Rice|Mushroom|Broccoli|Green onion,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
176,가지 볶음,Stir-fry Eggplant,메인,보통,가지|버섯|버터,Eggplant|Mushroom|Butter,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
177,계란 구이,Grilled Egg,메인,보통,계란|대두,Egg|Soy,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
178,당근 전,Pancake Carrot,메인,보통,당근|버터|우유,Carrot|Butter|Milk,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
179,두부 조림,Braised Tofu,메인,보통,두부|버터|마늘,Tofu|Butter|Garlic,두부와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Tofu and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
180,양파 구이,Grilled Onion,메인,보통,양파|마늘|대두,Onion|Garlic|Soy,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
181,소고기 볶음,Stir-fry Beef,메인,보통,소고기|대두,Beef|Soy,소고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Beef and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
182,닭가슴살 전,Pancake Chicken breast,메인,보통,닭가슴살|마늘,Chicken breast|Garlic,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
183,김치 샐러드,Salad Kimchi,메인,보통,김치|대두|새우,Kimchi|Soy|Shrimp,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
184,돼지고기 파스타,Pasta Pork,메인,보통,돼지고기|치즈|버터|대두,Pork|Cheese|Butter|Soy,돼지고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Pork and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
185,계란 전,Pancake Egg,메인,보통,계란|치즈|브로콜리|대파,Egg|Cheese|Broccoli|Green onion,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
186,쌀 파스타,Pasta Rice,메인,보통,쌀|피망,Rice|Bell pepper,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
187,감자 찜,Steamed Potato,메인,보통,감자|마늘|버섯|피망,Potato|Garlic|Mushroom|Bell pepper,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
188,가지 조림,Braised Eggplant,메인,보통,가지|버섯,Eggplant|Mushroom,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
189,양파 볶음,Stir-fry Onion,메인,보통,양파|대두|버터,Onion|Soy|Butter,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
190,두부 전,Pancake Tofu,메인,보통,두부|브로콜리,Tofu|Broccoli,두부와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Tofu and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
191,쌀 전,Pancake Rice,메인,보통,쌀|마늘|피망,Rice|Garlic|Bell pepper,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
192,김치 전,Pancake Kimchi,메인,보통,김치|대두|피망|치즈,Kimchi|Soy|Bell pepper|Cheese,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
193,가지 구이,Grilled Eggplant,메인,보통,가지|새우,Eggplant|Shrimp,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
194,감자 조림,Braised Potato,메인,보통,감자|마늘,Potato|Garlic,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
195,소고기 볶음,Stir-fry Beef,메인,보통,소고기|대두|새우,Beef|Soy|Shrimp,소고기와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Beef and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
196,당근 전,Pancake Carrot,메인,보통,당근|버터,Carrot|Butter,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
197,쌀 전,Pancake Rice,메인,보통,쌀|브로콜리|밀가루,Rice|Broccoli|Flour,쌀와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Rice and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
198,당근 샐러드,Salad Carrot,메인,보통,당근|마늘|대두,Carrot|Garlic|Soy,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
199,양파 볶음,Stir-fry Onion,메인,보통,양파|우유|대두|브로콜리,Onion|Milk|Soy|Broccoli,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
200,닭가슴살 볶음,Stir-fry Chicken breast,메인,보통,닭가슴살|새우,Chicken breast|Shrimp,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
201,애호박 파스타,Pasta Zucchini,메인,보통,애호박|새우,Zucchini|Shrimp,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
202,애호박 전,Pancake Zucchini,메인,보통,애호박|버섯,Zucchini|Mushroom,애호박와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Zucchini and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
203,가지 덮밥,Rice bowl Eggplant,메인,보통,가지|버터|브로콜리|버섯,Eggplant|Butter|Broccoli|Mushroom,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
204,양파 파스타,Pasta Onion,메인,보통,양파|버터|마늘|새우,Onion|Butter|Garlic|Shrimp,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
205,양파 수프,Soup Onion,메인,보통,양파|우유|마늘,Onion|Milk|Garlic,양파와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Onion and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
206,고구마 조림,Braised Sweet potato,메인,보통,고구마|버터|브로콜리,Sweet potato|Butter|Broccoli,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
207,계란 비빔,Mixed Egg,메인,보통,계란|대파|버터|마늘,Egg|Green onion|Butter|Garlic,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
208,감자 수프,Soup Potato,메인,보통,감자|마늘|치즈,Potato|Garlic|Cheese,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
209,계란 샐러드,Salad Egg,메인,보통,계란|새우,Egg|Shrimp,계란와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Egg and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,350,25,20,18,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
210,당근 샐러드,Salad Carrot,메인,보통,당근|대파|피망,Carrot|Green onion|Bell pepper,당근와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Carrot and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
211,고구마 샐러드,Salad Sweet potato,메인,보통,고구마|버터|새우|대파,Sweet potato|Butter|Shrimp|Green onion,고구마와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Sweet potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
212,감자 찜,Steamed Potato,메인,보통,감자|버섯|브로콜리|버터,Potato|Mushroom|Broccoli|Butter,감자와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Potato and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,520,12,10,85,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
213,닭가슴살 덮밥,Rice bowl Chicken breast,메인,보통,닭가슴살|새우,Chicken breast|Shrimp,닭가슴살와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Chicken breast and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,420,35,16,20,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
214,김치 파스타,Pasta Kimchi,메인,보통,김치|버섯,Kimchi|Mushroom,김치와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Kimchi and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
215,가지 전,Pancake Eggplant,메인,보통,가지|밀가루,Eggplant|Flour,가지와 재료를 손질한다.|달군 팬에 기름을 두른다.|센불에 볶다가 간을 맞춘다.|접시에 담아낸다.,Prep Eggplant and other ingredients.|Heat oil in a pan.|Stir-fry on high and season.|Plate and serve.,300,8,8,35,단백질 보충과 포만감에 도움.,Helps with protein intake and satiety.
